"Time";"createOrder";"basket";"getCatalogue";"getItem";"getCart";"login";"getOrders";"catalogue";"home";"tags";"getCustomer";"viewOrdersPage";"cataloguePage";"getRelated";"addToCart";"catalogueSize";"getAddress";"getCard";"showDetails"
50;"0.010881";"0.001457";"0.402738";"0.350042";"0.342391";"0.476809";"0.188938";"0.002299";"0.001738";"0.597623";"0.223340";"0.001584";"0.364112";"0.469705";"0.005562";"0.404533";"0.391016";"0.363479";"0.002176"
55;"0.007100";"0.001365";"0.499632";"0.439556";"0.343761";"0.341182";"0.106789";"0.001694";"0.001962";"0.347180";"0.225105";"0.001767";"0.551214";"0.521176";"0.004076";"0.359694";"0.277592";"0.205190";"0.001675"
60;"0.010007";"0.001607";"0.411155";"0.437240";"0.346895";"0.705344";"0.052041";"0.002108";"0.001664";"0.473461";"0.287732";"0.001515";"0.477127";"0.297551";"0.001363";"0.380372";"0.169570";"0.207887";"0.001525"
65;"0.151980";"0.001677";"0.419673";"0.377391";"0.396772";"0.564009";"0.050343";"0.001890";"0.002006";"0.480170";"0.237620";"0.003127";"0.453889";"0.483051";"0.001931";"0.425411";"0.172489";"0.263285";"0.001454"
70;"0.156199";"0.004042";"0.384381";"0.517579";"0.373313";"0.636717";"0.063670";"0.002750";"0.001398";"0.536211";"0.169163";"0.001971";"0.421616";"0.508473";"0.005915";"0.404748";"0.157888";"0.420999";"0.002009"
75;"0.006348";"0.002043";"0.469212";"0.429933";"0.250274";"0.707375";"0.048655";"0.001592";"0.001767";"0.504282";"0.173193";"0.001998";"0.368891";"0.447660";"0.006823";"0.385945";"0.220512";"0.204202";"0.001631"
80;"0.078672";"0.001510";"0.456669";"0.423645";"0.332346";"0.548033";"0.044422";"0.001852";"0.001531";"0.451518";"0.183946";"0.001826";"0.457846";"0.411454";"0.001594";"0.456266";"0.112292";"0.207602";"0.002405"
85;"0.007805";"0.002224";"0.384184";"0.500920";"0.321940";"0.360104";"0.008115";"0.001774";"0.001728";"0.403453";"0.239227";"0.001522";"0.368291";"0.397692";"0.002064";"0.404451";"0.081364";"0.304196";"0.001983"
90;"0.084532";"0.001787";"0.459071";"0.520261";"0.314401";"0.598791";"0.042249";"0.001733";"0.001530";"0.487919";"0.293292";"0.002127";"0.461749";"0.438614";"0.003898";"0.736541";"0.153040";"0.146153";"0.001778"
95;"0.098316";"0.001489";"0.407534";"0.565512";"0.303487";"0.529185";"0.007048";"0.001325";"0.001564";"0.419373";"0.163014";"0.001780";"0.276502";"0.405579";"0.003237";"0.488291";"0.004074";"0.340189";"0.001696"
100;"0.007733";"0.001639";"0.420419";"0.308009";"0.294404";"0.558752";"0.011049";"0.001792";"0.001891";"0.411504";"0.249545";"0.001327";"0.338113";"0.436447";"0.005559";"0.403913";"0.337475";"0.107949";"0.001820"
105;"0.434089";"0.001743";"0.475662";"0.347590";"0.344053";"0.529235";"0.058901";"0.001492";"0.001621";"0.486725";"0.286425";"0.001540";"0.437840";"0.569440";"0.004983";"0.493682";"0.166427";"0.256560";"0.001885"
110;"0.160101";"0.001579";"0.467390";"0.411062";"0.388964";"0.397107";"0.011702";"0.002131";"0.001696";"0.505558";"0.280586";"0.001219";"0.490378";"0.448831";"0.006652";"0.534434";"0.103832";"0.170317";"0.001754"
115;"0.052188";"0.001476";"0.442699";"0.491594";"0.346014";"0.567188";"0.077468";"0.001653";"0.001508";"0.306175";"0.224978";"0.001739";"0.503766";"0.348196";"0.003663";"0.280747";"0.503883";"0.004094";"0.001809"
120;"0.014023";"0.002292";"0.483548";"0.552545";"0.345677";"0.587354";"0.008211";"0.001567";"0.001909";"0.398303";"0.185751";"0.001849";"0.504735";"0.416061";"0.002195";"0.489326";"0.337390";"0.549429";"0.001708"
125;"0.107622";"0.002278";"0.364022";"0.478271";"0.343410";"0.394486";"0.228374";"0.001477";"0.001685";"0.406897";"0.191450";"0.001242";"0.360400";"0.407045";"0.001222";"0.429121";"0.094525";"0.094163";"0.001859"
130;"0.006247";"0.001734";"0.412970";"0.462149";"0.335587";"0.708870";"0.091491";"0.001783";"0.001869";"0.364261";"0.161792";"0.001587";"0.618033";"0.427124";"0.001646";"0.425657";"0.338929";"0.123904";"0.001803"
135;"0.007348";"0.002078";"0.419357";"0.452765";"0.403501";"0.291336";"0.053925";"0.001911";"0.001969";"0.427350";"0.229420";"0.001634";"0.415333";"0.493924";"0.001429";"0.388044";"0.141965";"0.094752";"0.001780"
140;"0.008361";"0.001482";"0.427299";"0.541512";"0.325173";"0.480613";"0.124758";"0.002296";"0.001719";"0.427314";"0.154230";"0.001804";"0.403879";"0.260129";"0.004871";"0.507330";"0.253254";"0.254445";"0.001702"
145;"0.008359";"0.001440";"0.477653";"0.493602";"0.358414";"0.250298";"0.066406";"0.001876";"0.001610";"0.327887";"0.225883";"0.001575";"0.503331";"0.483273";"0.002405";"0.437987";"0.267270";"0.171114";"0.002039"
150;"0.062528";"0.002039";"0.454494";"0.566308";"0.330230";"0.428378";"0.005919";"0.002111";"0.001946";"0.388847";"0.230483";"0.002187";"0.469882";"0.506955";"0.001300";"0.503554";"0.296974";"0.367036";"0.002093"
155;"0.008506";"0.001356";"0.426266";"0.462218";"0.314578";"0.474515";"0.078358";"0.002112";"0.001492";"0.328772";"0.191444";"0.001410";"0.455435";"0.491816";"0.001331";"0.368180";"0.254787";"0.170034";"0.002005"
160;"0.006062";"0.002179";"0.461662";"0.467134";"0.317888";"0.493386";"0.008074";"0.001731";"0.001664";"0.452604";"0.213738";"0.001781";"0.639648";"0.359886";"0.004766";"0.505477";"0.253038";"0.337230";"0.001686"
165;"0.006167";"0.002471";"0.387589";"0.511340";"0.276371";"0.611886";"0.055838";"0.001976";"0.001830";"0.328574";"0.252034";"0.002266";"0.516450";"0.553719";"0.008235";"0.453134";"0.179486";"0.253284";"0.002252"
170;"0.012505";"0.001577";"0.503394";"0.491510";"0.252747";"0.186796";"0.008305";"0.002010";"0.001492";"0.329291";"0.238671";"0.001499";"0.337067";"0.314579";"0.003383";"0.416924";"0.313513";"0.391171";"0.001661"
175;"0.011366";"0.001727";"0.377489";"0.441097";"0.278242";"0.678358";"0.046354";"0.001658";"0.001628";"0.422393";"0.248125";"0.001735";"0.621358";"0.417230";"0.001617";"0.419348";"0.503077";"0.366172";"0.002100"
180;"0.006251";"0.001627";"0.366699";"0.438138";"0.334857";"0.589047";"0.008167";"0.001653";"0.001908";"0.405642";"0.206326";"0.001541";"0.416929";"0.550813";"0.001501";"0.484896";"0.299868";"0.278461";"0.001914"
185;"0.006324";"0.001787";"0.400418";"0.443369";"0.330608";"0.374848";"0.044897";"0.001607";"0.001438";"0.339446";"0.180988";"0.001676";"0.262888";"0.428416";"0.001329";"0.288218";"0.170979";"0.255116";"0.002228"
190;"0.006333";"0.001548";"0.359710";"0.537875";"0.340445";"0.404312";"0.005790";"0.001927";"0.001871";"0.522970";"0.155966";"0.001428";"0.443969";"0.400314";"0.001831";"0.325038";"0.205157";"0.206863";"0.001648"
195;"0.005699";"0.001620";"0.470568";"0.520395";"0.313255";"0.556056";"0.007375";"0.001542";"0.001513";"0.503658";"0.174421";"0.002685";"0.504180";"0.417014";"0.004356";"0.568903";"0.158252";"0.089094";"0.001749"
200;"0.259102";"0.003355";"0.346526";"0.515318";"0.295090";"0.432805";"0.041069";"0.001552";"0.001964";"0.670877";"0.243193";"0.002258";"0.461545";"0.448143";"0.001344";"0.452703";"0.003646";"0.238436";"0.001997"
205;"0.014101";"0.001924";"0.375471";"0.474756";"0.334190";"0.399644";"0.072682";"0.002171";"0.002359";"0.447654";"0.178380";"0.002008";"0.472655";"0.461849";"0.001614";"0.433033";"0.083611";"0.094525";"0.002245"
210;"0.008052";"0.001233";"0.435930";"0.494576";"0.299923";"0.467229";"0.047421";"0.001710";"0.001741";"0.585144";"0.268066";"0.001451";"0.171252";"0.403972";"0.001174";"0.318992";"0.075046";"0.423766";"0.001830"
215;"0.097933";"0.002191";"0.416863";"0.427780";"0.285590";"0.463541";"0.007320";"0.002484";"0.001752";"0.415178";"0.161974";"0.002206";"0.290853";"0.420585";"0.001899";"0.353462";"0.337915";"0.366104";"0.001618"
220;"0.096854";"0.001796";"0.450187";"0.417604";"0.336128";"0.469821";"0.095757";"0.001755";"0.002751";"0.488250";"0.209650";"0.001966";"0.474286";"0.455832";"0.001970";"0.405495";"0.336742";"0.005390";"0.001898"
225;"0.005721";"0.002301";"0.465916";"0.419322";"0.300085";"0.329988";"0.008945";"0.001478";"0.001571";"0.235198";"0.224850";"0.001391";"0.437450";"0.300619";"0.001200";"0.475743";"0.452013";"0.105272";"0.001388"
230;"0.005705";"0.003715";"0.412762";"0.393325";"0.310871";"0.643381";"0.101617";"0.002610";"0.002217";"0.358209";"0.277288";"0.001490";"0.365221";"0.549728";"0.001735";"0.278494";"0.234021";"0.189059";"0.001565"
235;"0.006561";"0.001681";"0.410359";"0.377030";"0.301619";"0.226712";"0.044137";"0.001963";"0.001900";"0.468022";"0.205629";"0.003036";"0.483784";"0.505970";"0.001459";"0.353766";"0.241241";"0.186626";"0.002722"
240;"0.172911";"0.001390";"0.424926";"0.372743";"0.342699";"0.343166";"0.010824";"0.002026";"0.001718";"0.422327";"0.174332";"0.001623";"0.412280";"0.542234";"0.001401";"0.474753";"0.308530";"0.336392";"0.001455"
245;"0.134479";"0.002233";"0.424437";"0.329040";"0.320859";"0.309978";"0.036360";"0.001876";"0.002319";"0.458031";"0.161510";"0.001848";"0.366257";"0.481602";"0.001454";"0.414680";"0.146434";"0.123855";"0.001699"
250;"0.120824";"0.002111";"0.480276";"0.448452";"0.330575";"0.554437";"0.011137";"0.001982";"0.002103";"0.339008";"0.216674";"0.001563";"0.458202";"0.426317";"0.001434";"0.406443";"0.315963";"0.204789";"0.001533"
255;"0.131193";"0.002523";"0.478524";"0.361900";"0.326547";"0.733261";"0.007754";"0.001706";"0.001595";"0.445613";"0.263998";"0.001433";"0.490479";"0.544584";"0.003935";"0.474616";"0.204816";"0.095786";"0.001439"
260;"0.096972";"0.002264";"0.472455";"0.405546";"0.266260";"0.440810";"0.051350";"0.002567";"0.001895";"0.442110";"0.149818";"0.001627";"0.301887";"0.445677";"0.009716";"0.393602";"0.008399";"0.083885";"0.001657"
265;"0.008811";"0.002063";"0.390616";"0.421370";"0.276463";"0.533106";"0.148466";"0.001938";"0.001818";"0.492889";"0.191454";"0.001840";"0.253859";"0.405012";"0.001360";"0.637127";"0.299133";"0.236906";"0.001685"
270;"0.129783";"0.001378";"0.422420";"0.451209";"0.328071";"0.594892";"0.114345";"0.002141";"0.001590";"0.273223";"0.188894";"0.001381";"0.327767";"0.370089";"0.001251";"0.474350";"0.169898";"0.087510";"0.001884"
275;"0.007804";"0.002127";"0.377212";"0.418953";"0.324889";"0.514072";"0.006858";"0.001743";"0.001705";"0.330436";"0.203706";"0.002620";"0.610781";"0.461103";"0.008184";"0.418638";"0.337622";"0.253319";"0.002406"
280;"0.099712";"0.001795";"0.467819";"0.414545";"0.316289";"0.498364";"0.006561";"0.001792";"0.001762";"0.403713";"0.223384";"0.001788";"0.324840";"0.416025";"0.001624";"0.477063";"0.173306";"0.104213";"0.002118"
285;"0.005314";"0.001288";"0.490765";"0.404354";"0.327366";"0.570718";"0.072664";"0.001451";"0.002147";"0.506850";"0.194173";"0.001802";"0.288809";"0.515483";"0.006895";"0.683820";"0.356412";"0.355598";"0.002006"
290;"0.162784";"0.001649";"0.428951";"0.334251";"0.310836";"0.553291";"0.007470";"0.002968";"0.002447";"0.373836";"0.197625";"0.001686";"0.328117";"0.530397";"0.001571";"0.592714";"0.285648";"0.079367";"0.002617"
295;"0.007667";"0.001895";"0.428535";"0.473107";"0.309177";"0.549705";"0.070733";"0.001539";"0.002008";"0.565033";"0.253876";"0.001889";"0.387958";"0.403903";"0.006810";"0.421615";"0.107356";"0.088045";"0.001714"
300;"0.077765";"0.001862";"0.439678";"0.482845";"0.326365";"0.402789";"0.047143";"0.002108";"0.001374";"0.521051";"0.196150";"0.001410";"0.178946";"0.445219";"0.001312";"0.533105";"0.003560";"0.303785";"0.001965"
305;"0.006747";"0.001214";"0.433326";"0.382377";"0.301623";"0.677828";"0.099797";"0.002295";"0.001729";"0.566970";"0.205137";"0.001531";"0.290070";"0.601652";"0.001170";"0.349020";"0.203322";"0.104935";"0.002762"
310;"0.013107";"0.002916";"0.416376";"0.505463";"0.329663";"0.696154";"0.086580";"0.001511";"0.001896";"0.455493";"0.266806";"0.003808";"0.367865";"0.451568";"0.001257";"0.399357";"0.204007";"0.005255";"0.002177"
315;"0.012054";"0.001894";"0.340382";"0.397829";"0.357661";"0.685903";"0.054383";"0.001206";"0.002074";"0.473230";"0.167333";"0.002442";"0.436750";"0.505590";"0.001579";"0.418068";"0.252519";"0.284032";"0.001616"
320;"0.005779";"0.001977";"0.446340";"0.421901";"0.336255";"0.612790";"0.008532";"0.001447";"0.002082";"0.464161";"0.195295";"0.001984";"0.529812";"0.482576";"0.004103";"0.524410";"0.339316";"0.303135";"0.002004"
325;"0.010335";"0.001992";"0.443073";"0.481170";"0.282965";"0.514785";"0.061264";"0.002478";"0.002056";"0.392156";"0.200876";"0.002394";"0.468362";"0.541900";"0.004583";"0.437521";"0.116185";"0.081942";"0.002006"
330;"0.005916";"0.001119";"0.454109";"0.418225";"0.339281";"0.598531";"0.075849";"0.001368";"0.002234";"0.537492";"0.243305";"0.001585";"0.486394";"0.422290";"0.001456";"0.487192";"0.304149";"0.378047";"0.002093"
335;"0.120379";"0.001704";"0.364355";"0.339464";"0.298294";"0.527568";"0.046355";"0.002116";"0.001749";"0.540079";"0.217529";"0.002094";"0.604087";"0.375734";"0.004520";"0.556751";"0.090547";"0.003999";"0.001859"
340;"0.070639";"0.001947";"0.436531";"0.500874";"0.312951";"0.632722";"0.007399";"0.002492";"0.002005";"0.341304";"0.191915";"0.001828";"0.488473";"0.448683";"0.002469";"0.473072";"0.146686";"0.150437";"0.001540"
345;"0.096951";"0.001950";"0.479943";"0.435615";"0.313210";"0.395072";"0.083356";"0.002334";"0.001958";"0.471519";"0.174353";"0.003032";"0.503907";"0.430298";"0.002937";"0.525077";"0.203997";"0.618709";"0.001723"
350;"0.006534";"0.002176";"0.428454";"0.419662";"0.320567";"0.396835";"0.041303";"0.001736";"0.001935";"0.398266";"0.221808";"0.002203";"0.559943";"0.401247";"0.001874";"0.464928";"0.210898";"0.335763";"0.002315"
355;"0.081983";"0.003923";"0.475294";"0.481842";"0.325452";"0.411169";"0.047614";"0.002602";"0.001813";"0.505096";"0.198577";"0.001517";"0.314880";"0.367001";"0.004361";"0.407178";"0.156826";"0.180114";"0.003116"
360;"0.138588";"0.001823";"0.444434";"0.474333";"0.349581";"0.480210";"0.041482";"0.001912";"0.001533";"0.438089";"0.210629";"0.001700";"0.357886";"0.372190";"0.004980";"0.526638";"0.139804";"0.170481";"0.001811"
365;"0.067140";"0.001966";"0.421158";"0.385146";"0.310475";"0.603470";"0.033777";"0.002830";"0.002415";"0.597066";"0.274312";"0.001909";"0.295528";"0.519862";"0.001518";"0.475577";"0.066362";"0.203979";"0.002682"
370;"0.007249";"0.001982";"0.452855";"0.398927";"0.282871";"0.469418";"0.081652";"0.001756";"0.002379";"0.441089";"0.236791";"0.002474";"0.445098";"0.384508";"0.002565";"0.262362";"0.087598";"0.114920";"0.002275"
375;"0.238113";"0.001244";"0.455824";"0.394442";"0.323238";"0.664094";"0.009888";"0.001543";"0.002242";"0.410237";"0.243763";"0.001502";"0.390310";"0.310280";"0.003884";"0.418264";"0.186711";"0.337268";"0.001571"
380;"0.006313";"0.002159";"0.445045";"0.466621";"0.285975";"0.634967";"0.005875";"0.001759";"0.001779";"0.392599";"0.184902";"0.001622";"0.410469";"0.418201";"0.006400";"0.331541";"0.137483";"0.160913";"0.001455"
385;"0.006147";"0.003169";"0.468261";"0.482692";"0.423131";"0.586932";"0.005433";"0.001686";"0.001611";"0.293677";"0.269886";"0.003367";"0.475859";"0.531365";"0.001195";"0.394144";"0.229802";"0.281482";"0.002720"
390;"0.061817";"0.001633";"0.389983";"0.455555";"0.287185";"0.378353";"0.047899";"0.001550";"0.002210";"0.356673";"0.202676";"0.002353";"0.562845";"0.393682";"0.001627";"0.487119";"0.006242";"0.234319";"0.001804"
395;"0.005517";"0.001692";"0.311617";"0.408792";"0.339170";"0.532837";"0.079788";"0.001938";"0.001789";"0.421816";"0.238716";"0.001951";"0.433889";"0.403933";"0.001127";"0.351534";"0.225277";"0.170673";"0.001670"
400;"0.005935";"0.001951";"0.376583";"0.491366";"0.300953";"0.394880";"0.085788";"0.001936";"0.001906";"0.555655";"0.206255";"0.002017";"0.338014";"0.526993";"0.002219";"0.340065";"0.115154";"0.255834";"0.002075"
405;"0.092156";"0.001820";"0.406476";"0.405142";"0.334016";"0.493123";"0.041073";"0.001976";"0.001685";"0.449341";"0.185540";"0.001591";"0.411687";"0.429389";"0.006968";"0.397112";"0.003823";"0.423466";"0.002110"
410;"0.008822";"0.001704";"0.404033";"0.462203";"0.276577";"0.448844";"0.007145";"0.001569";"0.001738";"0.383289";"0.150287";"0.001781";"0.611043";"0.316918";"0.001371";"0.338422";"0.105594";"0.146470";"0.002051"
415;"0.150474";"0.003292";"0.439869";"0.433852";"0.327721";"0.563315";"0.090644";"0.001671";"0.001851";"0.670758";"0.210356";"0.001697";"0.312894";"0.321229";"0.001196";"0.585796";"0.184508";"0.320596";"0.001991"
420;"0.192433";"0.003342";"0.427193";"0.479838";"0.353178";"0.555167";"0.032408";"0.001741";"0.001482";"0.348239";"0.175965";"0.001417";"0.379433";"0.518654";"0.001285";"0.431550";"0.078382";"0.253976";"0.001631"
425;"0.063331";"0.005825";"0.366303";"0.454250";"0.323336";"0.553742";"0.115742";"0.001427";"0.001717";"0.610115";"0.211285";"0.001942";"0.404013";"0.489517";"0.001243";"0.524399";"0.367611";"0.188726";"0.001354"
430;"0.097276";"0.001805";"0.409333";"0.419118";"0.310679";"0.548368";"0.074654";"0.001503";"0.001612";"0.400464";"0.165077";"0.001363";"0.378313";"0.532588";"0.001521";"0.596297";"0.503063";"0.379137";"0.002158"
435;"0.009057";"0.001709";"0.448170";"0.466029";"0.341675";"0.398736";"0.057739";"0.004072";"0.001708";"0.313476";"0.178271";"0.001728";"0.404779";"0.300269";"0.004590";"0.367852";"0.452448";"0.234139";"0.001637"
440;"0.148681";"0.001638";"0.443732";"0.523782";"0.315501";"0.470661";"0.045842";"0.002021";"0.001691";"0.287032";"0.172573";"0.001610";"0.604261";"0.456525";"0.001774";"0.409846";"0.081402";"0.104043";"0.001672"
445;"0.077217";"0.001433";"0.424373";"0.445716";"0.309103";"0.714880";"0.007299";"0.002556";"0.001636";"0.544262";"0.169883";"0.002344";"0.448051";"0.391822";"0.006222";"0.318552";"0.339623";"0.270579";"0.001550"
450;"0.005708";"0.001865";"0.304697";"0.370274";"0.312256";"0.373704";"0.148442";"0.001431";"0.001583";"0.359735";"0.177745";"0.001379";"0.552116";"0.301718";"0.001367";"0.389109";"0.180508";"0.195541";"0.001934"
455;"0.073577";"0.002121";"0.417272";"0.377242";"0.320561";"0.804073";"0.045958";"0.002083";"0.001814";"0.364097";"0.208399";"0.001730";"0.460394";"0.418242";"0.001286";"0.567862";"0.059733";"0.074554";"0.003148"
460;"0.006433";"0.002085";"0.457099";"0.418073";"0.308528";"0.428958";"0.007354";"0.001868";"0.001841";"0.505683";"0.245039";"0.002230";"0.473029";"0.336729";"0.002102";"0.540788";"0.128733";"0.283246";"0.001704"
465;"0.009886";"0.001877";"0.486300";"0.404992";"0.286576";"0.433258";"0.046039";"0.002087";"0.001608";"0.536397";"0.193589";"0.001439";"0.505834";"0.489885";"0.006674";"0.347337";"0.272988";"0.213667";"0.004005"
470;"0.077382";"0.001700";"0.416612";"0.410807";"0.306799";"0.453341";"0.038440";"0.002131";"0.001696";"0.521647";"0.203817";"0.001505";"0.545194";"0.421785";"0.001288";"0.403678";"0.240042";"0.314682";"0.001984"
475;"0.068681";"0.001660";"0.517369";"0.452930";"0.314910";"0.183925";"0.083313";"0.001681";"0.002380";"0.489901";"0.177267";"0.001496";"0.265268";"0.517292";"0.001795";"0.520015";"0.003673";"0.007437";"0.002019"
480;"0.005316";"0.001395";"0.353239";"0.324259";"0.350338";"0.885826";"0.065588";"0.002034";"0.001673";"0.385892";"0.172926";"0.001395";"0.409004";"0.496246";"0.004774";"0.528479";"0.103429";"0.177281";"0.001927"
485;"0.006853";"0.002756";"0.358120";"0.566927";"0.352144";"0.525326";"0.006028";"0.002017";"0.001952";"0.371009";"0.252531";"0.002010";"0.237164";"0.431698";"0.001550";"0.425553";"0.304818";"0.146937";"0.002040"
490;"0.162992";"0.001465";"0.435321";"0.510771";"0.353167";"0.318794";"0.056990";"0.001385";"0.001448";"0.402569";"0.248206";"0.001592";"0.555944";"0.505948";"0.001263";"0.595390";"0.205503";"0.129024";"0.001589"
495;"0.005560";"0.001553";"0.370771";"0.377811";"0.327899";"0.512850";"0.117316";"0.001612";"0.001922";"0.434723";"0.182789";"0.001606";"0.446039";"0.504058";"0.004513";"0.359655";"0.073908";"0.269322";"0.001793"
500;"0.097673";"0.001303";"0.351282";"0.353411";"0.311853";"0.552228";"0.128276";"0.001253";"0.001679";"0.599758";"0.242908";"0.001990";"0.262139";"0.536752";"0.005111";"0.423777";"0.305913";"0.153289";"0.001616"
505;"0.006381";"0.001227";"0.355454";"0.447899";"0.458157";"0.509191";"0.059347";"0.001389";"0.001314";"0.212093";"0.156839";"0.001780";"0.336760";"0.471953";"0.001263";"0.397498";"0.290160";"0.188686";"0.001899"
510;"0.265181";"0.001554";"0.432718";"0.466056";"0.309454";"0.458394";"0.041057";"0.001710";"0.002326";"0.398284";"0.165531";"0.002328";"0.280955";"0.401778";"0.005059";"0.437260";"0.304615";"0.008202";"0.001514"
515;"0.004992";"0.001571";"0.366415";"0.456967";"0.297310";"0.357440";"0.009455";"0.001370";"0.001679";"0.377716";"0.164403";"0.001229";"0.374535";"0.415756";"0.001153";"0.289274";"0.141862";"0.101073";"0.001402"
520;"0.005318";"0.003070";"0.438540";"0.454530";"0.312587";"0.641006";"0.005920";"0.001967";"0.001950";"0.586707";"0.217801";"0.001748";"0.503376";"0.187183";"0.004550";"0.521832";"0.208419";"0.285841";"0.002362"
525;"0.089230";"0.001556";"0.414589";"0.425606";"0.340237";"0.364415";"0.007631";"0.001366";"0.001745";"0.490472";"0.200836";"0.001519";"0.435974";"0.493556";"0.004163";"0.433635";"0.336823";"0.276022";"0.001732"
530;"0.079881";"0.001423";"0.513261";"0.378415";"0.318285";"0.472401";"0.059933";"0.001800";"0.003284";"0.422489";"0.162411";"0.001962";"0.519990";"0.369298";"0.001594";"0.555454";"0.234239";"0.205715";"0.002868"
535;"0.074043";"0.001377";"0.546095";"0.525706";"0.317607";"0.800309";"0.011919";"0.001871";"0.001443";"0.435988";"0.218514";"0.001800";"0.437845";"0.503584";"0.005164";"0.360747";"0.234048";"0.225597";"0.001654"
540;"0.008103";"0.001971";"0.331712";"0.558603";"0.274802";"0.474220";"0.005886";"0.001558";"0.001756";"0.464929";"0.154695";"0.001662";"0.397180";"0.483738";"0.005650";"0.218901";"0.503087";"0.185092";"0.001758"
545;"0.008615";"0.001525";"0.493452";"0.508714";"0.323483";"0.516831";"0.011872";"0.001663";"0.002937";"0.408790";"0.229440";"0.002602";"0.254489";"0.519733";"0.002497";"0.339406";"0.095996";"0.281239";"0.002032"
550;"0.174965";"0.002087";"0.330511";"0.478963";"0.293780";"0.420068";"0.009210";"0.001805";"0.001928";"0.479094";"0.201360";"0.001371";"0.419478";"0.454350";"0.001724";"0.278401";"0.115579";"0.277470";"0.001573"
555;"0.109384";"0.001959";"0.399282";"0.443124";"0.354825";"0.469806";"0.052294";"0.001993";"0.002542";"0.448169";"0.191802";"0.002023";"0.468955";"0.353660";"0.003973";"0.352729";"0.300304";"0.254856";"0.003153"
560;"0.095638";"0.001583";"0.359630";"0.435362";"0.327141";"0.783242";"0.005363";"0.001176";"0.001514";"0.407153";"0.182835";"0.001731";"0.448168";"0.417522";"0.006751";"0.412222";"0.244464";"0.256819";"0.001433"
565;"0.047624";"0.001701";"0.357730";"0.369975";"0.312314";"0.552474";"0.041952";"0.001407";"0.001699";"0.359507";"0.214325";"0.001959";"0.432329";"0.363816";"0.008755";"0.503479";"0.366875";"0.104674";"0.001607"
570;"0.076987";"0.001782";"0.442452";"0.451563";"0.295705";"0.548099";"0.120246";"0.003586";"0.001576";"0.394315";"0.232677";"0.001887";"0.472712";"0.584050";"0.001404";"0.574076";"0.137290";"0.137166";"0.001837"
575;"0.005109";"0.001492";"0.451153";"0.326678";"0.345912";"0.769148";"0.004985";"0.001812";"0.001439";"0.469952";"0.106323";"0.002060";"0.503337";"0.458646";"0.001134";"0.466317";"0.508195";"0.125269";"0.001421"
580;"0.078310";"0.001745";"0.473549";"0.417643";"0.283914";"0.558393";"0.107012";"0.001738";"0.002269";"0.428528";"0.142894";"0.001901";"0.396793";"0.361059";"0.003810";"0.337597";"0.220853";"0.205618";"0.001729"
