"Time";"createOrder";"basket";"getCatalogue";"getItem";"getCart";"login";"getOrders";"catalogue";"home";"tags";"getCustomer";"viewOrdersPage";"cataloguePage";"getRelated";"addToCart";"catalogueSize";"getAddress";"getCard";"showDetails"
105;"0.007327";"0.001508";"0.329987";"0.475663";"0.296795";"0.385571";"0.059886";"0.001728";"0.001546";"0.573040";"0.248139";"0.001930";"0.481066";"0.236274";"0.001451";"0.525183";"0.005223";"0.205069";"0.001474"
110;"0.090572";"0.001780";"0.389186";"0.458841";"0.344748";"0.385417";"0.011400";"0.001457";"0.001449";"0.561499";"0.225319";"0.001628";"0.412000";"0.490697";"0.006170";"0.490006";"0.099532";"0.004439";"0.001508"
115;"0.097132";"0.001260";"0.422821";"0.504782";"0.340820";"0.572742";"0.007159";"0.001648";"0.001633";"0.562312";"0.169192";"0.001810";"0.374114";"0.383899";"0.006775";"0.503481";"0.303343";"0.420194";"0.001968"
120;"0.118588";"0.002061";"0.397521";"0.517250";"0.293521";"0.395105";"0.060695";"0.001821";"0.001688";"0.427913";"0.234230";"0.001527";"0.420405";"0.306190";"0.005336";"0.659401";"0.204144";"0.070429";"0.001757"
125;"0.005923";"0.001355";"0.520270";"0.443329";"0.292911";"0.692596";"0.008402";"0.001830";"0.001488";"0.338197";"0.282037";"0.001369";"0.526053";"0.336713";"0.001303";"0.407548";"0.087651";"0.403568";"0.001670"
130;"0.009683";"0.001593";"0.410408";"0.445845";"0.324654";"0.449550";"0.049900";"0.001637";"0.001670";"0.265537";"0.200942";"0.001749";"0.363233";"0.383200";"0.001182";"0.376937";"0.013536";"0.003731";"0.001472"
135;"0.006043";"0.001376";"0.445727";"0.437015";"0.337577";"0.541070";"0.057801";"0.001258";"0.001680";"0.289548";"0.223953";"0.001239";"0.521984";"0.521775";"0.001340";"0.411744";"0.234412";"0.103380";"0.001260"
140;"0.116821";"0.002453";"0.432327";"0.393741";"0.318462";"0.273327";"0.062624";"0.001838";"0.001660";"0.380853";"0.220395";"0.002312";"0.237126";"0.477013";"0.001455";"0.227322";"0.146678";"0.170044";"0.001477"
145;"0.005891";"0.001261";"0.390991";"0.449871";"0.305182";"0.731585";"0.006166";"0.001646";"0.001345";"0.339864";"0.250925";"0.001211";"0.776751";"0.403364";"0.001878";"0.525857";"0.004915";"0.234680";"0.001620"
150;"0.006633";"0.001390";"0.457866";"0.393818";"0.319498";"0.180999";"0.070124";"0.001472";"0.001516";"0.505804";"0.143519";"0.001365";"0.431726";"0.389077";"0.004677";"0.481338";"0.289261";"0.276470";"0.001541"
155;"0.011590";"0.001336";"0.489564";"0.472998";"0.376836";"0.396949";"0.055928";"0.002215";"0.001741";"0.387562";"0.166338";"0.001249";"0.374529";"0.319647";"0.001627";"0.490869";"0.170236";"0.280686";"0.001676"
160;"0.015063";"0.001478";"0.448783";"0.552889";"0.342319";"0.483079";"0.013348";"0.001785";"0.001486";"0.530693";"0.277036";"0.001292";"0.433125";"0.363124";"0.007186";"0.565468";"0.103296";"0.235071";"0.001646"
165;"0.078338";"0.001539";"0.515700";"0.377998";"0.355637";"0.348390";"0.134303";"0.001524";"0.001529";"0.407510";"0.246576";"0.001357";"0.454526";"0.403968";"0.001543";"0.469652";"0.315140";"0.087326";"0.002039"
170;"0.009185";"0.001635";"0.462523";"0.305469";"0.282431";"0.510621";"0.009212";"0.001952";"0.001593";"0.246967";"0.160378";"0.001262";"0.348119";"0.437931";"0.005726";"0.410021";"0.252641";"0.207564";"0.001336"
175;"0.005802";"0.002013";"0.427779";"0.418321";"0.329675";"0.697004";"0.092333";"0.001799";"0.001684";"0.486973";"0.210939";"0.001296";"0.520982";"0.276366";"0.001221";"0.420293";"0.336955";"0.015132";"0.001289"
180;"0.090407";"0.001604";"0.299699";"0.483390";"0.312361";"0.460058";"0.117907";"0.001572";"0.001506";"0.313920";"0.197524";"0.002325";"0.587494";"0.478666";"0.001669";"0.518526";"0.211259";"0.003712";"0.001755"
185;"0.007310";"0.003276";"0.497378";"0.413019";"0.309221";"0.531372";"0.113555";"0.001426";"0.001725";"0.384183";"0.276710";"0.001873";"0.358364";"0.448223";"0.001356";"0.295083";"0.341720";"0.206924";"0.001495"
190;"0.007860";"0.001852";"0.451276";"0.477673";"0.350351";"0.412102";"0.006480";"0.001320";"0.001457";"0.307521";"0.200106";"0.001181";"0.478903";"0.518953";"0.008209";"0.410031";"0.253037";"0.003699";"0.002167"
195;"0.176925";"0.001641";"0.433648";"0.405531";"0.301193";"0.303550";"0.062173";"0.001266";"0.001781";"0.610109";"0.190521";"0.002207";"0.444346";"0.393478";"0.001432";"0.389378";"0.016568";"0.513366";"0.001402"
200;"0.005918";"0.001817";"0.365398";"0.428063";"0.386418";"0.209802";"0.053768";"0.001484";"0.002048";"0.630695";"0.284671";"0.001506";"0.410641";"0.491801";"0.008982";"0.426895";"0.234407";"0.128135";"0.001465"
205;"0.006470";"0.001367";"0.451624";"0.432732";"0.254887";"0.539586";"0.010749";"0.001655";"0.001519";"0.376785";"0.241581";"0.001270";"0.403547";"0.324128";"0.001094";"0.405683";"0.128858";"0.237034";"0.001395"
210;"0.006597";"0.002292";"0.465058";"0.395540";"0.280180";"0.444608";"0.121928";"0.001769";"0.001586";"0.294315";"0.182603";"0.001523";"0.503684";"0.442063";"0.009629";"0.503440";"0.390984";"0.087066";"0.001401"
215;"0.006314";"0.001819";"0.446972";"0.466596";"0.300725";"0.446206";"0.009673";"0.001647";"0.001771";"0.278799";"0.215727";"0.001758";"0.355001";"0.330138";"0.001464";"0.338025";"0.292130";"0.156947";"0.001416"
220;"0.142929";"0.001513";"0.554235";"0.445036";"0.306931";"0.629644";"0.005752";"0.001292";"0.001386";"0.422032";"0.285505";"0.001849";"0.484642";"0.506373";"0.001296";"0.575620";"0.082970";"0.205754";"0.001587"
225;"0.020122";"0.001853";"0.442659";"0.448252";"0.317348";"0.710569";"0.081662";"0.001262";"0.001446";"0.482061";"0.268119";"0.001271";"0.307842";"0.337113";"0.001313";"0.403432";"0.370386";"0.129824";"0.001537"
230;"0.072777";"0.001374";"0.443800";"0.532099";"0.301518";"0.610797";"0.006399";"0.001664";"0.001833";"0.319917";"0.218910";"0.001607";"0.803320";"0.472706";"0.004084";"0.634505";"0.128593";"0.189155";"0.001401"
235;"0.007249";"0.001401";"0.416337";"0.368734";"0.319106";"0.412421";"0.049935";"0.001935";"0.001296";"0.383637";"0.211516";"0.001272";"0.518013";"0.444572";"0.001452";"0.389441";"0.087999";"0.114765";"0.001703"
240;"0.007114";"0.001618";"0.354699";"0.538368";"0.349201";"0.485373";"0.007803";"0.001434";"0.001360";"0.461612";"0.108983";"0.001617";"0.594446";"0.336989";"0.001476";"0.242571";"0.128514";"0.225625";"0.001297"
245;"0.005450";"0.001505";"0.391472";"0.412019";"0.295759";"0.482448";"0.005828";"0.001856";"0.001964";"0.442584";"0.212157";"0.002065";"0.360726";"0.417508";"0.001498";"0.400228";"0.080420";"0.217330";"0.001996"
250;"0.009013";"0.004034";"0.408003";"0.415408";"0.307835";"0.239151";"0.010677";"0.001473";"0.001454";"0.485421";"0.164310";"0.001775";"0.276936";"0.461001";"0.001257";"0.506254";"0.128704";"0.253042";"0.001628"
255;"0.007537";"0.001526";"0.372714";"0.413443";"0.340069";"0.691296";"0.117047";"0.001808";"0.001611";"0.503851";"0.176645";"0.002519";"0.308472";"0.409754";"0.001232";"0.597593";"0.146382";"0.207414";"0.001832"
260;"0.005689";"0.002087";"0.454954";"0.378391";"0.284291";"0.371428";"0.006138";"0.001381";"0.001595";"0.425710";"0.152839";"0.001371";"0.503522";"0.431880";"0.004372";"0.336942";"0.169430";"0.170125";"0.001202"
265;"0.007852";"0.003567";"0.498176";"0.532570";"0.341707";"0.681606";"0.010548";"0.001506";"0.001739";"0.393817";"0.226630";"0.001361";"0.612275";"0.360789";"0.002520";"0.397254";"0.256979";"0.003800";"0.001439"
270;"0.006942";"0.002567";"0.384364";"0.363859";"0.271395";"0.659935";"0.053433";"0.002028";"0.002151";"0.396835";"0.147664";"0.002151";"0.503524";"0.565674";"0.001420";"0.536728";"0.289830";"0.162510";"0.001635"
275;"0.117114";"0.001298";"0.398484";"0.386485";"0.302912";"0.369196";"0.119406";"0.001564";"0.001713";"0.318959";"0.191466";"0.001349";"0.421080";"0.406411";"0.004830";"0.423902";"0.129034";"0.367325";"0.001804"
280;"0.006939";"0.001844";"0.464142";"0.432701";"0.285969";"0.545338";"0.044436";"0.003228";"0.001958";"0.672951";"0.281699";"0.001466";"0.305064";"0.504209";"0.004638";"0.457598";"0.128202";"0.503345";"0.001604"
285;"0.005863";"0.001921";"0.399876";"0.423375";"0.307572";"0.626916";"0.113446";"0.001730";"0.001718";"0.324359";"0.140484";"0.001339";"0.321775";"0.504973";"0.001393";"0.338971";"0.311352";"0.136516";"0.001833"
290;"0.005864";"0.001717";"0.438038";"0.469663";"0.314830";"0.678049";"0.043325";"0.001415";"0.001685";"0.355777";"0.179722";"0.001671";"0.563189";"0.349691";"0.005916";"0.395570";"0.179794";"0.086537";"0.001277"
295;"0.005578";"0.001547";"0.417945";"0.424633";"0.326122";"0.480033";"0.058915";"0.001699";"0.001709";"0.487358";"0.156026";"0.001473";"0.467891";"0.365982";"0.004587";"0.488794";"0.202803";"0.170061";"0.001419"
300;"0.005379";"0.001409";"0.504182";"0.571325";"0.311632";"0.633725";"0.009292";"0.001222";"0.001629";"0.341044";"0.246690";"0.001333";"0.394453";"0.317919";"0.001276";"0.353660";"0.360745";"0.081329";"0.001839"
305;"0.013356";"0.001666";"0.503037";"0.421209";"0.337116";"0.698568";"0.006215";"0.001458";"0.001563";"0.431905";"0.161295";"0.001476";"0.392295";"0.490575";"0.001425";"0.411222";"0.252768";"0.006588";"0.001520"
310;"0.006233";"0.001562";"0.371705";"0.410275";"0.300554";"0.623506";"0.110911";"0.001736";"0.001378";"0.414920";"0.197500";"0.001394";"0.413175";"0.455282";"0.006120";"0.269613";"0.146553";"0.146026";"0.001406"
315;"0.006400";"0.001548";"0.491273";"0.433169";"0.291956";"0.539472";"0.011084";"0.001256";"0.001557";"0.303878";"0.162052";"0.001393";"0.241808";"0.536567";"0.001220";"0.388327";"0.149073";"0.315822";"0.001376"
320;"0.182437";"0.001137";"0.463085";"0.526756";"0.334227";"0.747675";"0.005884";"0.001638";"0.001542";"0.505513";"0.176627";"0.001778";"0.336887";"0.431654";"0.001122";"0.428531";"0.253662";"0.169552";"0.001355"
325;"0.005730";"0.001319";"0.399229";"0.382857";"0.319412";"0.481878";"0.048154";"0.001471";"0.001783";"0.462908";"0.180019";"0.002305";"0.503396";"0.447894";"0.002099";"0.365325";"0.609682";"0.013858";"0.001561"
330;"0.256309";"0.001525";"0.302421";"0.446207";"0.299853";"0.609583";"0.082413";"0.001633";"0.001697";"0.506539";"0.238534";"0.001265";"0.337901";"0.294138";"0.001536";"0.465998";"0.009157";"0.550972";"0.001508"
335;"0.006442";"0.002032";"0.379755";"0.401036";"0.329714";"0.640684";"0.072885";"0.001210";"0.001431";"0.437442";"0.260465";"0.001699";"0.349764";"0.448162";"0.001331";"0.452757";"0.160482";"0.367031";"0.001452"
340;"0.008841";"0.002869";"0.354384";"0.406133";"0.316675";"0.694798";"0.008207";"0.001300";"0.001670";"0.529146";"0.289659";"0.001322";"0.476917";"0.446592";"0.008975";"0.479408";"0.089869";"0.291016";"0.001638"
345;"0.006261";"0.001464";"0.401134";"0.388025";"0.357191";"0.411993";"0.043146";"0.001332";"0.001544";"0.426717";"0.111550";"0.001477";"0.448584";"0.456418";"0.001257";"0.560001";"0.281617";"0.121015";"0.002381"
350;"0.079936";"0.003833";"0.454928";"0.372974";"0.303343";"0.511722";"0.050403";"0.001621";"0.001344";"0.426107";"0.201707";"0.001992";"0.337019";"0.429481";"0.006495";"0.237932";"0.255656";"0.114384";"0.001894"
355;"0.078595";"0.001639";"0.461578";"0.399042";"0.286413";"0.252270";"0.009290";"0.002439";"0.001646";"0.374789";"0.119235";"0.001772";"0.568827";"0.410091";"0.004236";"0.391896";"0.095302";"0.255343";"0.001449"
360;"0.148042";"0.001475";"0.470691";"0.378792";"0.290195";"0.454353";"0.009309";"0.001625";"0.001466";"0.379664";"0.176049";"0.001507";"0.443763";"0.350491";"0.001159";"0.338370";"0.146201";"0.169605";"0.001723"
365;"0.005830";"0.001741";"0.392345";"0.378681";"0.341510";"0.512361";"0.105781";"0.001721";"0.001472";"0.558499";"0.245983";"0.001486";"0.504854";"0.415269";"0.006950";"0.503199";"0.003876";"0.336322";"0.001676"
370;"0.006269";"0.002034";"0.423476";"0.376359";"0.326214";"0.397725";"0.067450";"0.001370";"0.001531";"0.320847";"0.181394";"0.003785";"0.569673";"0.567869";"0.012031";"0.588212";"0.240058";"0.171330";"0.001900"
375;"0.089952";"0.001379";"0.418955";"0.339198";"0.330499";"0.303541";"0.046320";"0.001655";"0.001822";"0.503315";"0.230834";"0.001531";"0.388147";"0.454481";"0.001163";"0.483282";"0.003281";"0.004009";"0.001683"
380;"0.010389";"0.002912";"0.481698";"0.482657";"0.296207";"0.571951";"0.007069";"0.001545";"0.001541";"0.203176";"0.196297";"0.001951";"0.711007";"0.399561";"0.004039";"0.487154";"0.204465";"0.226086";"0.001811"
385;"0.006455";"0.001479";"0.414678";"0.390803";"0.323251";"0.835335";"0.005339";"0.002346";"0.001678";"0.378099";"0.244554";"0.002086";"0.558634";"0.277103";"0.001259";"0.506795";"0.343021";"0.128177";"0.001299"
390;"0.010373";"0.001440";"0.430852";"0.436814";"0.302856";"0.364048";"0.058938";"0.001591";"0.001536";"0.387890";"0.171918";"0.001466";"0.659685";"0.307054";"0.001707";"0.352582";"0.077889";"0.074961";"0.001770"
395;"0.010138";"0.001815";"0.360481";"0.455642";"0.320457";"0.636963";"0.008495";"0.001534";"0.001992";"0.395281";"0.203506";"0.001650";"0.362283";"0.432917";"0.001169";"0.416776";"0.254518";"0.233947";"0.001593"
400;"0.005081";"0.002032";"0.385073";"0.392624";"0.360313";"0.346777";"0.081570";"0.001283";"0.001334";"0.317631";"0.223095";"0.001470";"0.752342";"0.435603";"0.004589";"0.278994";"0.460895";"0.003183";"0.002272"
405;"0.158927";"0.005814";"0.444698";"0.542569";"0.285692";"0.342711";"0.056008";"0.001824";"0.001645";"0.326059";"0.204589";"0.001693";"0.362749";"0.466533";"0.001396";"0.404850";"0.230067";"0.337294";"0.001994"
410;"0.122383";"0.001491";"0.385318";"0.373320";"0.286358";"0.547223";"0.008337";"0.001642";"0.001657";"0.613583";"0.180486";"0.001638";"0.276520";"0.203854";"0.004259";"0.434253";"0.119884";"0.432244";"0.002537"
415;"0.006207";"0.002013";"0.517654";"0.427158";"0.339035";"0.711064";"0.045017";"0.001406";"0.001384";"0.504027";"0.261887";"0.001626";"0.299979";"0.538137";"0.001078";"0.487598";"0.368697";"0.205757";"0.002165"
420;"0.096384";"0.002691";"0.480849";"0.424827";"0.314450";"0.545253";"0.006019";"0.002414";"0.001691";"0.396689";"0.271360";"0.001369";"0.537444";"0.328889";"0.001505";"0.354105";"0.185448";"0.170363";"0.002201"
425;"0.090717";"0.001864";"0.399500";"0.483757";"0.370690";"0.438816";"0.007870";"0.001281";"0.001606";"0.284760";"0.238704";"0.001329";"0.527082";"0.405300";"0.003091";"0.324799";"0.210985";"0.234005";"0.001392"
430;"0.006831";"0.001960";"0.388652";"0.433463";"0.324660";"0.280068";"0.088799";"0.002089";"0.001919";"0.593717";"0.150863";"0.001305";"0.524725";"0.536698";"0.001444";"0.563113";"0.206027";"0.292292";"0.001459"
435;"0.105235";"0.001759";"0.456653";"0.387579";"0.323039";"0.554498";"0.116655";"0.001234";"0.001275";"0.295954";"0.221028";"0.001633";"0.484224";"0.365466";"0.005297";"0.385414";"0.272864";"0.067225";"0.001640"
440;"0.005242";"0.001878";"0.443057";"0.418885";"0.288982";"0.512803";"0.005734";"0.001597";"0.001472";"0.458826";"0.234748";"0.001623";"0.432714";"0.597021";"0.009226";"0.466232";"0.062792";"0.123521";"0.001428"
445;"0.047028";"0.001924";"0.514928";"0.394089";"0.327633";"0.455198";"0.052436";"0.001630";"0.001453";"0.378077";"0.224636";"0.001262";"0.484463";"0.478169";"0.001182";"0.485524";"0.303765";"0.169083";"0.001835"
450;"0.005565";"0.001706";"0.463101";"0.435223";"0.360201";"0.370064";"0.008141";"0.001829";"0.003062";"0.472653";"0.208695";"0.002007";"0.315083";"0.469320";"0.004263";"0.352879";"0.152987";"0.145993";"0.001754"
455;"0.005224";"0.001209";"0.447201";"0.492922";"0.319772";"0.596713";"0.005200";"0.001566";"0.001359";"0.213154";"0.294136";"0.001417";"0.356025";"0.472941";"0.004248";"0.352976";"0.003624";"0.185034";"0.001426"
460;"0.005823";"0.001299";"0.487523";"0.352550";"0.341029";"0.380375";"0.007385";"0.003857";"0.001922";"0.521641";"0.167999";"0.002516";"0.403903";"0.363602";"0.004878";"0.469565";"0.193759";"0.146499";"0.001466"
465;"0.100295";"0.001424";"0.470355";"0.433736";"0.325540";"0.364912";"0.005634";"0.001290";"0.001382";"0.605260";"0.214765";"0.001772";"0.644944";"0.301882";"0.001087";"0.525992";"0.114612";"0.169856";"0.001433"
470;"0.010645";"0.001258";"0.390146";"0.392869";"0.304396";"0.464103";"0.048816";"0.003536";"0.001924";"0.429386";"0.193496";"0.001837";"0.482158";"0.422056";"0.001482";"0.338082";"0.059314";"0.209020";"0.002858"
475;"0.009337";"0.001702";"0.515058";"0.410221";"0.249034";"0.364195";"0.110552";"0.001511";"0.001528";"0.397258";"0.233543";"0.001324";"0.580009";"0.404302";"0.003965";"0.339041";"0.003559";"0.004485";"0.001297"
480;"0.100027";"0.002383";"0.410176";"0.479363";"0.272273";"0.489858";"0.006138";"0.001632";"0.002081";"0.560159";"0.228042";"0.001690";"0.473441";"0.413066";"0.007245";"0.386939";"0.003646";"0.304189";"0.001644"
485;"0.012234";"0.001457";"0.443935";"0.407988";"0.293809";"0.372472";"0.106189";"0.001393";"0.001396";"0.336138";"0.153110";"0.004796";"0.569129";"0.532117";"0.005570";"0.304289";"0.365788";"0.253827";"0.001637"
490;"0.008725";"0.002096";"0.509079";"0.490670";"0.276987";"0.604191";"0.123176";"0.001672";"0.001658";"0.412814";"0.176391";"0.002665";"0.403970";"0.310330";"0.008881";"0.362398";"0.203793";"0.403400";"0.001757"
495;"0.076535";"0.001325";"0.410591";"0.451997";"0.305344";"0.700168";"0.090058";"0.001443";"0.001724";"0.461968";"0.214658";"0.002715";"0.387798";"0.262564";"0.001247";"0.362854";"0.080211";"0.311323";"0.001664"
500;"0.005103";"0.001838";"0.441756";"0.412714";"0.348257";"0.233715";"0.064889";"0.002047";"0.001581";"0.386391";"0.201730";"0.001971";"0.382833";"0.568643";"0.001279";"0.472568";"0.133195";"0.303865";"0.001653"
505;"0.004848";"0.008053";"0.498674";"0.423101";"0.329712";"0.428128";"0.059504";"0.003784";"0.001534";"0.253100";"0.312947";"0.001567";"0.575999";"0.458891";"0.007106";"0.391348";"0.340814";"0.134681";"0.002693"
510;"0.005373";"0.001290";"0.380394";"0.418305";"0.310445";"0.695981";"0.047504";"0.001736";"0.001655";"0.482841";"0.173852";"0.002210";"0.419989";"0.429614";"0.001393";"0.490424";"0.230289";"0.004014";"0.001483"
515;"0.092017";"0.001272";"0.446882";"0.452790";"0.306373";"0.495301";"0.072206";"0.001175";"0.001532";"0.281106";"0.237502";"0.001514";"0.484970";"0.445086";"0.004116";"0.312499";"0.389083";"0.338135";"0.001481"
520;"0.005571";"0.002700";"0.438907";"0.499805";"0.379290";"0.326080";"0.007979";"0.001788";"0.001699";"0.582565";"0.257476";"0.001952";"0.403669";"0.489173";"0.001268";"0.506850";"0.116124";"0.180588";"0.001852"
525;"0.012992";"0.001568";"0.403730";"0.338779";"0.307768";"0.720806";"0.074503";"0.001303";"0.001488";"0.438818";"0.177781";"0.001496";"0.404026";"0.545545";"0.003062";"0.487355";"0.184765";"0.115285";"0.001369"
530;"0.005772";"0.001629";"0.515289";"0.454780";"0.327935";"0.404136";"0.005740";"0.001224";"0.001432";"0.548978";"0.193629";"0.001640";"0.349506";"0.437456";"0.001330";"0.522482";"0.337808";"0.147252";"0.001551"
535;"0.006177";"0.001927";"0.448081";"0.460249";"0.299469";"0.427329";"0.062658";"0.001633";"0.001638";"0.572311";"0.222385";"0.001646";"0.467979";"0.446467";"0.001237";"0.457999";"0.170367";"0.090467";"0.001734"
540;"0.006274";"0.001425";"0.487269";"0.470534";"0.322838";"0.451988";"0.188559";"0.001118";"0.001919";"0.365597";"0.196645";"0.003577";"0.220715";"0.489187";"0.001408";"0.556307";"0.173405";"0.221192";"0.001252"
545;"0.006601";"0.001855";"0.396731";"0.400084";"0.309441";"0.657047";"0.047058";"0.002159";"0.001685";"0.336496";"0.241992";"0.001504";"0.553464";"0.516678";"0.001444";"0.482688";"0.172385";"0.231702";"0.001580"
550;"0.096319";"0.001570";"0.405359";"0.404480";"0.286013";"0.451287";"0.097934";"0.001291";"0.001604";"0.289025";"0.254929";"0.001574";"0.603167";"0.342041";"0.005540";"0.481690";"0.003937";"0.128858";"0.001456"
555;"0.109277";"0.001807";"0.422701";"0.426929";"0.278320";"0.427865";"0.053555";"0.001869";"0.002008";"0.468457";"0.198199";"0.001549";"0.580181";"0.445316";"0.003967";"0.353225";"0.336886";"0.157062";"0.001479"
560;"0.006667";"0.001277";"0.424809";"0.479106";"0.302608";"0.429719";"0.132419";"0.002314";"0.002194";"0.359390";"0.245341";"0.001046";"0.368368";"0.368849";"0.001260";"0.394695";"0.203377";"0.234587";"0.001495"
565;"0.005263";"0.002026";"0.472276";"0.442403";"0.305613";"0.563581";"0.085970";"0.001267";"0.001613";"0.318587";"0.117324";"0.001564";"0.685884";"0.446436";"0.003817";"0.724142";"0.217768";"0.128432";"0.001359"
570;"0.159090";"0.005613";"0.480042";"0.408193";"0.352348";"0.717730";"0.008008";"0.002560";"0.001648";"0.465238";"0.292010";"0.001480";"0.254354";"0.381261";"0.001425";"0.503700";"0.420737";"0.253674";"0.001848"
575;"0.106372";"0.001724";"0.457877";"0.490061";"0.335751";"0.748224";"0.004858";"0.001193";"0.001374";"0.380955";"0.237962";"0.001304";"0.336400";"0.361887";"0.004258";"0.444974";"0.173861";"0.186451";"0.001266"
580;"0.118672";"0.002334";"0.433011";"0.436281";"0.325836";"0.539307";"0.005833";"0.001879";"0.001913";"0.326157";"0.252157";"0.001520";"0.465542";"0.380561";"0.001971";"0.474911";"0.006931";"0.196071";"0.002697"
