"Time";"createOrder";"basket";"getCatalogue";"getItem";"getCart";"login";"getOrders";"catalogue";"home";"tags";"getCustomer";"viewOrdersPage";"cataloguePage";"getRelated";"addToCart";"catalogueSize";"getAddress";"getCard";"showDetails"
60;"0.007460";"0.001513";"0.004064";"0.004564";"0.010301";"0.021854";"0.007385";"0.002031";"0.001310";"0.008140";"0.007264";"0.001280";"0.003940";"0.004796";"0.001300";"0.005688";"0.004478";"0.004460";"0.001301"
65;"0.006748";"0.002174";"0.004437";"0.006629";"0.007764";"0.011126";"0.007460";"0.001961";"0.001578";"0.003290";"0.005675";"0.001424";"0.004804";"0.006789";"0.001670";"0.006502";"0.003834";"0.008290";"0.001454"
70;"0.007795";"0.001800";"0.003936";"0.005254";"0.008829";"0.011265";"0.015170";"0.001263";"0.001401";"0.002652";"0.005445";"0.001300";"0.003481";"0.003750";"0.001318";"0.003874";"0.003725";"0.003029";"0.001393"
75;"0.006999";"0.001845";"0.003920";"0.007751";"0.014502";"0.025439";"0.007644";"0.001470";"0.001390";"0.005147";"0.006464";"0.001357";"0.003780";"0.003875";"0.001325";"0.005751";"0.003919";"0.013823";"0.001401"
80;"0.008215";"0.001597";"0.004169";"0.004276";"0.028870";"0.030644";"0.008222";"0.001289";"0.001685";"0.005865";"0.006561";"0.001396";"0.003782";"0.003663";"0.001306";"0.004258";"0.016953";"0.008426";"0.001516"
85;"0.006313";"0.001430";"0.003841";"0.006070";"0.006394";"0.020064";"0.006355";"0.001383";"0.001331";"0.002849";"0.004821";"0.001161";"0.003353";"0.005409";"0.001536";"0.003564";"0.006473";"0.007015";"0.001202"
90;"0.010312";"0.001391";"0.003991";"0.007012";"0.011696";"0.029060";"0.009520";"0.001145";"0.001406";"0.003390";"0.005789";"0.001452";"0.004147";"0.004927";"0.001400";"0.005878";"0.008780";"0.003048";"0.001462"
95;"0.007329";"0.001259";"0.004285";"0.005626";"0.007707";"0.015790";"0.008025";"0.002310";"0.001576";"0.003264";"0.006162";"0.001303";"0.003501";"0.007619";"0.001539";"0.003926";"0.003400";"0.003002";"0.001466"
100;"0.007003";"0.001259";"0.003555";"0.003483";"0.006752";"0.014268";"0.006996";"0.001103";"0.001283";"0.005201";"0.004463";"0.001257";"0.003584";"0.003356";"0.001204";"0.013168";"0.003109";"0.003499";"0.001586"
105;"0.012861";"0.001517";"0.003681";"0.004515";"0.008602";"0.014802";"0.006837";"0.001277";"0.001470";"0.007172";"0.005293";"0.001415";"0.003844";"0.008697";"0.001411";"0.008111";"0.003175";"0.006073";"0.001678"
110;"0.012848";"0.001147";"0.003455";"0.003492";"0.006960";"0.015267";"0.009730";"0.001847";"0.001445";"0.008611";"0.004813";"0.002124";"0.003639";"0.011360";"0.001295";"0.004034";"0.003469";"0.011543";"0.001349"
115;"0.014348";"0.001673";"0.003602";"0.004251";"0.006777";"0.010203";"0.007425";"0.001291";"0.001305";"0.002906";"0.004463";"0.001482";"0.003590";"0.008611";"0.000000";"0.008727";"0.003224";"0.003167";"0.001400"
120;"0.006926";"0.001508";"0.003915";"0.005953";"0.009632";"0.013770";"0.006677";"0.001298";"0.001282";"0.005751";"0.006508";"0.001830";"0.004630";"0.003514";"0.001396";"0.007489";"0.015171";"0.003138";"0.001339"
125;"0.007950";"0.002871";"0.003994";"0.006884";"0.029774";"0.039739";"0.012426";"0.001715";"0.001336";"0.003083";"0.006515";"0.001128";"0.003689";"0.005376";"0.001245";"0.007805";"0.003492";"0.003642";"0.001526"
130;"0.008271";"0.001343";"0.003471";"0.005659";"0.009200";"0.013993";"0.013268";"0.001268";"0.001541";"0.006688";"0.007673";"0.001207";"0.003644";"0.004339";"0.006371";"0.003637";"0.004562";"0.007383";"0.001468"
135;"0.014166";"0.001531";"0.003445";"0.003498";"0.007929";"0.010892";"0.007635";"0.001251";"0.001387";"0.006895";"0.005328";"0.001729";"0.003522";"0.003889";"0.005870";"0.003884";"0.003667";"0.003385";"0.001388"
140;"0.008160";"0.001321";"0.003804";"0.005671";"0.006701";"0.013850";"0.007122";"0.001451";"0.001817";"0.002582";"0.004985";"0.001102";"0.003829";"0.005528";"0.005195";"0.003473";"0.003361";"0.003842";"0.001354"
145;"0.008666";"0.001439";"0.003823";"0.004226";"0.007864";"0.023672";"0.009273";"0.001292";"0.001523";"0.002992";"0.007414";"0.001711";"0.003471";"0.006613";"0.001314";"0.003750";"0.008378";"0.003275";"0.001480"
150;"0.006311";"0.001430";"0.003830";"0.005292";"0.005776";"0.017416";"0.006406";"0.001719";"0.001597";"0.002835";"0.005071";"0.001316";"0.003775";"0.008024";"0.001210";"0.007760";"0.003563";"0.007499";"0.001867"
155;"0.008557";"0.001398";"0.003995";"0.003407";"0.022878";"0.031379";"0.008816";"0.001251";"0.001410";"0.004067";"0.007251";"0.001339";"0.003759";"0.005157";"0.006067";"0.005934";"0.003408";"0.008856";"0.001357"
160;"0.005721";"0.001366";"0.003759";"0.004191";"0.018289";"0.021266";"0.008959";"0.001404";"0.001599";"0.007341";"0.005616";"0.001415";"0.003994";"0.004916";"0.001424";"0.006927";"0.005651";"0.003868";"0.001160"
165;"0.006625";"0.001326";"0.003451";"0.003708";"0.006806";"0.012356";"0.010129";"0.001534";"0.001250";"0.006274";"0.003553";"0.001306";"0.003188";"0.007865";"0.001304";"0.003394";"0.003125";"0.003752";"0.001200"
170;"0.006299";"0.001174";"0.004133";"0.004578";"0.006124";"0.009842";"0.007129";"0.001298";"0.001385";"0.003181";"0.004883";"0.001278";"0.003625";"0.003631";"0.001236";"0.006172";"0.010068";"0.008111";"0.001830"
175;"0.011027";"0.001596";"0.003727";"0.008207";"0.006038";"0.019781";"0.007479";"0.001475";"0.001276";"0.003096";"0.005192";"0.001332";"0.004877";"0.007709";"0.001466";"0.008366";"0.003433";"0.004654";"0.001421"
180;"0.006919";"0.001542";"0.003529";"0.007173";"0.008451";"0.015307";"0.006272";"0.002444";"0.001600";"0.002659";"0.005438";"0.001240";"0.003540";"0.008810";"0.005343";"0.003370";"0.003607";"0.003424";"0.001450"
185;"0.006659";"0.001666";"0.003765";"0.003384";"0.004999";"0.010255";"0.009027";"0.001300";"0.001293";"0.003599";"0.003479";"0.001277";"0.003976";"0.009885";"0.001367";"0.007463";"0.003834";"0.008784";"0.001423"
190;"0.014169";"0.001168";"0.003747";"0.005232";"0.007915";"0.011636";"0.006460";"0.001309";"0.001301";"0.002932";"0.005086";"0.001251";"0.003582";"0.005171";"0.001524";"0.011156";"0.005000";"0.003468";"0.001419"
195;"0.005925";"0.001288";"0.003313";"0.006412";"0.006964";"0.017730";"0.006547";"0.001453";"0.001288";"0.005822";"0.005690";"0.001719";"0.003687";"0.005994";"0.001274";"0.006759";"0.003490";"0.003489";"0.001443"
200;"0.008642";"0.001972";"0.003902";"0.005141";"0.011885";"0.021926";"0.009534";"0.001402";"0.001579";"0.003501";"0.008107";"0.001398";"0.003979";"0.003704";"0.010825";"0.005481";"0.006434";"0.004840";"0.001325"
205;"0.005832";"0.001230";"0.003408";"0.004198";"0.006142";"0.017073";"0.010045";"0.001205";"0.001394";"0.007477";"0.004276";"0.001570";"0.003717";"0.006588";"0.001177";"0.004127";"0.003943";"0.011341";"0.001691"
210;"0.013553";"0.001334";"0.004092";"0.005342";"0.006125";"0.010887";"0.006480";"0.001233";"0.001529";"0.005751";"0.007196";"0.001108";"0.003610";"0.008422";"0.004152";"0.003410";"0.004352";"0.003102";"0.001244"
215;"0.007683";"0.001186";"0.003750";"0.005585";"0.006754";"0.015323";"0.012911";"0.001296";"0.001229";"0.002894";"0.005633";"0.001175";"0.003603";"0.006396";"0.001353";"0.003761";"0.003620";"0.003937";"0.001706"
220;"0.005781";"0.002889";"0.003651";"0.005043";"0.006892";"0.010187";"0.006124";"0.001201";"0.001265";"0.003778";"0.004018";"0.001150";"0.003196";"0.003864";"0.001274";"0.003420";"0.015614";"0.008710";"0.001289"
225;"0.006560";"0.001642";"0.003629";"0.004345";"0.006165";"0.014764";"0.006326";"0.001798";"0.001359";"0.002988";"0.005183";"0.001390";"0.003868";"0.005569";"0.006789";"0.003602";"0.003562";"0.007468";"0.001517"
230;"0.006087";"0.001247";"0.004214";"0.007264";"0.007007";"0.013713";"0.006149";"0.003081";"0.001624";"0.003185";"0.005719";"0.001439";"0.003807";"0.005943";"0.001256";"0.003586";"0.004271";"0.008076";"0.001455"
235;"0.018333";"0.001194";"0.003691";"0.004280";"0.006987";"0.013880";"0.010563";"0.001641";"0.001263";"0.003417";"0.005980";"0.001168";"0.003879";"0.007647";"0.002021";"0.006267";"0.003428";"0.003600";"0.001311"
240;"0.014066";"0.001452";"0.003556";"0.004841";"0.010157";"0.018084";"0.007017";"0.001546";"0.001537";"0.004845";"0.006707";"0.001139";"0.003741";"0.004478";"0.012457";"0.005973";"0.008245";"0.007869";"0.001777"
245;"0.006529";"0.001279";"0.003727";"0.004321";"0.008592";"0.013693";"0.010169";"0.001441";"0.001334";"0.006011";"0.004369";"0.001301";"0.003817";"0.004000";"0.001646";"0.003866";"0.003511";"0.003515";"0.001302"
250;"0.006127";"0.003649";"0.004262";"0.003821";"0.006718";"0.010888";"0.010420";"0.002182";"0.001606";"0.008264";"0.007877";"0.001188";"0.003564";"0.005917";"0.001259";"0.003818";"0.004855";"0.004383";"0.001563"
255;"0.006134";"0.001867";"0.003861";"0.004863";"0.006631";"0.009986";"0.005979";"0.001403";"0.001226";"0.005307";"0.005477";"0.001268";"0.003689";"0.003603";"0.001124";"0.003329";"0.004209";"0.003442";"0.001241"
260;"0.014343";"0.001326";"0.004499";"0.007304";"0.006597";"0.014013";"0.010196";"0.001900";"0.001649";"0.003350";"0.005939";"0.001519";"0.004138";"0.004112";"0.001506";"0.005999";"0.004314";"0.004054";"0.001467"
265;"0.006300";"0.002710";"0.003486";"0.003334";"0.006263";"0.021260";"0.006301";"0.001913";"0.001204";"0.008691";"0.003535";"0.001266";"0.003478";"0.003506";"0.006154";"0.006697";"0.010702";"0.003198";"0.001426"
270;"0.012828";"0.002377";"0.003732";"0.003855";"0.008245";"0.018653";"0.007588";"0.001432";"0.001271";"0.006721";"0.006038";"0.001264";"0.004189";"0.005936";"0.001334";"0.003663";"0.004019";"0.008284";"0.001397"
275;"0.009072";"0.002573";"0.003890";"0.004409";"0.005256";"0.010803";"0.006592";"0.002975";"0.001288";"0.003047";"0.008562";"0.001720";"0.003954";"0.003520";"0.016407";"0.003625";"0.004740";"0.003280";"0.001418"
280;"0.010609";"0.001153";"0.003724";"0.003538";"0.007025";"0.015991";"0.008522";"0.001189";"0.001671";"0.003581";"0.003552";"0.001131";"0.004311";"0.008784";"0.001196";"0.004225";"0.003501";"0.003445";"0.001635"
285;"0.006281";"0.002177";"0.003913";"0.005374";"0.006871";"0.010156";"0.006727";"0.001171";"0.001463";"0.002999";"0.004403";"0.001341";"0.003710";"0.004271";"0.001330";"0.004177";"0.022183";"0.003825";"0.001450"
290;"0.019270";"0.002623";"0.003748";"0.005710";"0.006979";"0.011128";"0.006478";"0.001429";"0.001331";"0.002947";"0.005362";"0.001150";"0.004415";"0.005617";"0.001140";"0.004042";"0.010681";"0.004250";"0.001420"
295;"0.010606";"0.001721";"0.004155";"0.005214";"0.007027";"0.017541";"0.006970";"0.001599";"0.001631";"0.003035";"0.003738";"0.001347";"0.003801";"0.005877";"0.010596";"0.013912";"0.009171";"0.004227";"0.002098"
300;"0.006167";"0.002985";"0.003774";"0.004815";"0.005747";"0.015226";"0.006003";"0.002177";"0.001376";"0.005619";"0.004144";"0.001108";"0.003518";"0.005753";"0.001379";"0.004195";"0.003684";"0.003293";"0.002033"
305;"0.009564";"0.001494";"0.004080";"0.005347";"0.007725";"0.015654";"0.006170";"0.001525";"0.001536";"0.007493";"0.004715";"0.001215";"0.003856";"0.005386";"0.001266";"0.004053";"0.006353";"0.003735";"0.001731"
310;"0.007730";"0.001354";"0.003878";"0.004841";"0.006865";"0.013026";"0.006309";"0.001332";"0.001213";"0.004236";"0.005086";"0.001357";"0.003980";"0.006083";"0.001807";"0.005993";"0.007157";"0.006736";"0.001219"
315;"0.006757";"0.001236";"0.004433";"0.004226";"0.007119";"0.017833";"0.011097";"0.001556";"0.001491";"0.003693";"0.005257";"0.001376";"0.005121";"0.007681";"0.001537";"0.003528";"0.004055";"0.003307";"0.001737"
320;"0.006149";"0.001343";"0.003861";"0.005375";"0.006639";"0.012393";"0.006073";"0.001258";"0.001311";"0.006661";"0.006473";"0.001461";"0.004406";"0.005219";"0.001569";"0.003534";"0.003888";"0.003969";"0.001340"
325;"0.008791";"0.001271";"0.003628";"0.005193";"0.006405";"0.009225";"0.006281";"0.002187";"0.001591";"0.002996";"0.004832";"0.001551";"0.003836";"0.004030";"0.001206";"0.005906";"0.003944";"0.009731";"0.001360"
330;"0.005950";"0.001429";"0.004428";"0.007444";"0.005235";"0.010237";"0.006453";"0.001532";"0.001321";"0.002837";"0.005347";"0.001375";"0.004953";"0.003638";"0.001228";"0.003791";"0.007596";"0.003844";"0.001369"
335;"0.005541";"0.001547";"0.004050";"0.003845";"0.007913";"0.016700";"0.008995";"0.001384";"0.001510";"0.005714";"0.005398";"0.001229";"0.003554";"0.005789";"0.012021";"0.006056";"0.003796";"0.010097";"0.001434"
340;"0.012391";"0.001446";"0.003836";"0.003865";"0.005155";"0.018881";"0.006405";"0.001808";"0.001318";"0.003185";"0.006367";"0.001391";"0.004378";"0.007709";"0.010298";"0.009776";"0.003626";"0.008946";"0.001811"
345;"0.005708";"0.002501";"0.003878";"0.004374";"0.005638";"0.018158";"0.007394";"0.001313";"0.001313";"0.003220";"0.004494";"0.001090";"0.003912";"0.004178";"0.001165";"0.003875";"0.003627";"0.003465";"0.001529"
350;"0.006477";"0.001513";"0.003271";"0.005235";"0.005949";"0.009330";"0.006339";"0.001287";"0.001372";"0.003263";"0.005906";"0.001617";"0.003670";"0.006710";"0.005790";"0.005261";"0.003347";"0.009388";"0.001582"
355;"0.006464";"0.001330";"0.003910";"0.005336";"0.006427";"0.009515";"0.007038";"0.001217";"0.001287";"0.006024";"0.004761";"0.001569";"0.003761";"0.005587";"0.001470";"0.004283";"0.010308";"0.003838";"0.001718"
360;"0.006134";"0.001364";"0.003776";"0.004065";"0.008303";"0.012294";"0.006155";"0.001248";"0.001487";"0.006817";"0.004226";"0.001314";"0.006059";"0.007205";"0.001261";"0.003512";"0.003986";"0.003400";"0.001337"
365;"0.009135";"0.001498";"0.004634";"0.005752";"0.007837";"0.010247";"0.009360";"0.001301";"0.001331";"0.002951";"0.006489";"0.001119";"0.003472";"0.004894";"0.001601";"0.004419";"0.007481";"0.003499";"0.001547"
370;"0.005617";"0.001543";"0.003687";"0.004877";"0.006654";"0.009262";"0.007560";"0.001237";"0.001436";"0.005349";"0.004943";"0.001345";"0.003484";"0.005397";"0.001300";"0.003376";"0.003039";"0.002993";"0.001363"
375;"0.006069";"0.001623";"0.004072";"0.006109";"0.006850";"0.011448";"0.006919";"0.001436";"0.001583";"0.003136";"0.005518";"0.002140";"0.005141";"0.007580";"0.001842";"0.004920";"0.005481";"0.003378";"0.002308"
380;"0.005687";"0.002359";"0.003738";"0.004241";"0.005988";"0.015598";"0.005831";"0.001157";"0.001354";"0.006680";"0.005940";"0.001497";"0.003716";"0.005249";"0.001181";"0.005798";"0.003068";"0.003438";"0.001166"
385;"0.006507";"0.001534";"0.003616";"0.004982";"0.005541";"0.010605";"0.006779";"0.001244";"0.001463";"0.003208";"0.006013";"0.001512";"0.003711";"0.005556";"0.001189";"0.003530";"0.006204";"0.003790";"0.001697"
390;"0.006517";"0.001871";"0.003518";"0.006248";"0.005056";"0.010978";"0.009899";"0.001451";"0.001460";"0.003162";"0.005040";"0.001745";"0.004088";"0.005038";"0.001240";"0.005992";"0.003360";"0.003144";"0.001424"
395;"0.005822";"0.002288";"0.003879";"0.004101";"0.007705";"0.013084";"0.005770";"0.001138";"0.001465";"0.005137";"0.003804";"0.001109";"0.003712";"0.005369";"0.007644";"0.006151";"0.008750";"0.003589";"0.001742"
400;"0.005880";"0.001216";"0.003755";"0.005870";"0.007181";"0.015404";"0.011832";"0.001213";"0.001407";"0.006618";"0.004453";"0.001201";"0.004750";"0.003633";"0.001217";"0.003177";"0.003833";"0.003294";"0.001322"
405;"0.005699";"0.002051";"0.003507";"0.005004";"0.005128";"0.009800";"0.009082";"0.001481";"0.001324";"0.002924";"0.005263";"0.001098";"0.003268";"0.003488";"0.012097";"0.005933";"0.003086";"0.002976";"0.001369"
410;"0.006952";"0.001370";"0.003745";"0.005343";"0.009067";"0.019063";"0.009225";"0.001348";"0.001599";"0.010240";"0.003516";"0.001255";"0.003687";"0.003598";"0.007213";"0.003691";"0.003828";"0.014249";"0.001506"
415;"0.005749";"0.001237";"0.004244";"0.003765";"0.006158";"0.010340";"0.005908";"0.001486";"0.001302";"0.004615";"0.005422";"0.001244";"0.003929";"0.005526";"0.001275";"0.006062";"0.008702";"0.004085";"0.001918"
420;"0.006478";"0.001836";"0.003719";"0.005196";"0.006320";"0.009837";"0.008947";"0.001356";"0.001455";"0.003319";"0.005649";"0.001241";"0.003936";"0.005354";"0.001214";"0.005026";"0.003628";"0.003359";"0.001406"
425;"0.006325";"0.004833";"0.003851";"0.004413";"0.006850";"0.009950";"0.006165";"0.002154";"0.001580";"0.002978";"0.007144";"0.001389";"0.003431";"0.004041";"0.005852";"0.007208";"0.012572";"0.004162";"0.001339"
430;"0.005850";"0.001394";"0.003694";"0.004965";"0.004856";"0.011990";"0.005506";"0.001299";"0.001244";"0.003173";"0.004295";"0.001229";"0.003285";"0.006156";"0.001457";"0.006213";"0.022177";"0.003576";"0.001256"
435;"0.006614";"0.001568";"0.003507";"0.004192";"0.006762";"0.010570";"0.006407";"0.001440";"0.001455";"0.006614";"0.005068";"0.001231";"0.003945";"0.008896";"0.001441";"0.003777";"0.003537";"0.003662";"0.001172"
440;"0.005945";"0.001384";"0.004120";"0.006775";"0.007184";"0.010906";"0.005753";"0.001121";"0.001306";"0.002667";"0.004669";"0.001521";"0.003261";"0.006732";"0.001141";"0.006537";"0.003614";"0.003210";"0.001217"
445;"0.006133";"0.001575";"0.003813";"0.005376";"0.006760";"0.011094";"0.008166";"0.001460";"0.001441";"0.005450";"0.005375";"0.001480";"0.004291";"0.005343";"0.001485";"0.004217";"0.004091";"0.004008";"0.001367"
450;"0.012237";"0.001095";"0.003323";"0.005079";"0.007013";"0.009359";"0.005737";"0.001313";"0.001194";"0.003183";"0.006505";"0.001304";"0.003258";"0.008738";"0.006009";"0.007863";"0.004461";"0.003137";"0.001639"
455;"0.005393";"0.001338";"0.003945";"0.005025";"0.005948";"0.009230";"0.008910";"0.001258";"0.001391";"0.003135";"0.004462";"0.001344";"0.003857";"0.006041";"0.005075";"0.006405";"0.007931";"0.005038";"0.001779"
460;"0.005654";"0.002470";"0.003638";"0.006257";"0.005219";"0.012263";"0.005781";"0.001174";"0.001382";"0.002818";"0.005254";"0.001556";"0.004482";"0.008242";"0.001220";"0.004314";"0.014543";"0.007376";"0.001436"
465;"0.005859";"0.001346";"0.003584";"0.005477";"0.008893";"0.013377";"0.009816";"0.001155";"0.001582";"0.006636";"0.005347";"0.001735";"0.003952";"0.004080";"0.001245";"0.006121";"0.003923";"0.007963";"0.001786"
470;"0.007259";"0.001900";"0.003808";"0.005256";"0.006142";"0.009519";"0.006476";"0.002014";"0.001372";"0.008327";"0.005267";"0.001416";"0.003688";"0.004266";"0.001369";"0.003648";"0.003439";"0.003600";"0.001509"
475;"0.013027";"0.003001";"0.004025";"0.005552";"0.006675";"0.028377";"0.005863";"0.001212";"0.001207";"0.005146";"0.006074";"0.001288";"0.003508";"0.005680";"0.001333";"0.005757";"0.004692";"0.003708";"0.001343"
480;"0.005790";"0.001879";"0.004159";"0.005048";"0.006505";"0.013537";"0.008993";"0.001954";"0.001465";"0.010774";"0.004710";"0.001269";"0.003834";"0.003520";"0.001845";"0.006429";"0.004063";"0.003941";"0.001552"
485;"0.011097";"0.001468";"0.003803";"0.004724";"0.005608";"0.012881";"0.006118";"0.001216";"0.001332";"0.003781";"0.004905";"0.002538";"0.003807";"0.006754";"0.001260";"0.006598";"0.003731";"0.006438";"0.001187"
490;"0.013260";"0.001686";"0.003981";"0.006663";"0.005977";"0.013588";"0.006251";"0.001905";"0.001492";"0.003129";"0.004792";"0.001421";"0.004716";"0.005514";"0.015831";"0.003825";"0.003544";"0.008270";"0.001384"
495;"0.005891";"0.001321";"0.004539";"0.003681";"0.007783";"0.010592";"0.008119";"0.001352";"0.001174";"0.004668";"0.004732";"0.001038";"0.003371";"0.003466";"0.001139";"0.004214";"0.003647";"0.004842";"0.001291"
500;"0.006551";"0.001244";"0.004091";"0.003819";"0.010482";"0.013730";"0.006840";"0.001641";"0.001621";"0.004314";"0.005755";"0.001410";"0.003572";"0.006090";"0.001688";"0.003766";"0.003753";"0.004010";"0.001576"
505;"0.014174";"0.001196";"0.003686";"0.005623";"0.008388";"0.013690";"0.006415";"0.001618";"0.001918";"0.007356";"0.005237";"0.001374";"0.004405";"0.006955";"0.010489";"0.003992";"0.011085";"0.004483";"0.001344"
510;"0.012404";"0.001205";"0.004253";"0.005666";"0.006245";"0.009967";"0.005833";"0.001280";"0.002047";"0.003149";"0.004396";"0.001334";"0.003308";"0.003403";"0.008539";"0.005853";"0.004086";"0.003172";"0.001232"
515;"0.005357";"0.001174";"0.003902";"0.005420";"0.005858";"0.011423";"0.008558";"0.001207";"0.001478";"0.005923";"0.004414";"0.001384";"0.004141";"0.005617";"0.001747";"0.003320";"0.003510";"0.003228";"0.001469"
520;"0.013333";"0.001223";"0.003549";"0.003561";"0.006392";"0.010187";"0.005613";"0.001367";"0.001219";"0.007051";"0.004681";"0.001413";"0.003997";"0.004222";"0.001243";"0.005876";"0.003231";"0.009324";"0.001181"
525;"0.005153";"0.001774";"0.003457";"0.005195";"0.006718";"0.008632";"0.008716";"0.001834";"0.001245";"0.002713";"0.004169";"0.001152";"0.004523";"0.004868";"0.001293";"0.003859";"0.003736";"0.012157";"0.001532"
530;"0.005753";"0.001367";"0.003965";"0.006466";"0.005393";"0.013088";"0.008205";"0.001402";"0.001808";"0.003082";"0.008237";"0.001201";"0.005994";"0.005395";"0.001302";"0.009952";"0.003264";"0.004158";"0.001519"
535;"0.005382";"0.001372";"0.003388";"0.004451";"0.008277";"0.014705";"0.005455";"0.001221";"0.001173";"0.009967";"0.007155";"0.001416";"0.003320";"0.005040";"0.001234";"0.003851";"0.003891";"0.004320";"0.001958"
540;"0.006261";"0.001407";"0.004016";"0.003663";"0.010256";"0.010898";"0.009729";"0.001462";"0.001725";"0.005230";"0.006729";"0.001399";"0.004238";"0.003898";"0.001277";"0.005070";"0.004959";"0.006007";"0.001490"
545;"0.005618";"0.001535";"0.004001";"0.005356";"0.005797";"0.016453";"0.005081";"0.001311";"0.001677";"0.003516";"0.004080";"0.001230";"0.004373";"0.006253";"0.002403";"0.004270";"0.004522";"0.003137";"0.001240"
550;"0.006059";"0.001674";"0.004605";"0.005557";"0.006445";"0.016350";"0.010135";"0.001439";"0.001361";"0.006674";"0.005191";"0.005051";"0.003755";"0.003755";"0.001237";"0.003715";"0.003641";"0.003598";"0.001390"
555;"0.005554";"0.001315";"0.003372";"0.003672";"0.005175";"0.009427";"0.005299";"0.001329";"0.001197";"0.002782";"0.006088";"0.002323";"0.004172";"0.005421";"0.001019";"0.005618";"0.007267";"0.003803";"0.001656"
560;"0.006923";"0.001888";"0.003982";"0.004130";"0.005642";"0.010542";"0.005301";"0.001369";"0.001355";"0.006288";"0.005855";"0.001319";"0.004621";"0.005787";"0.001237";"0.004070";"0.003811";"0.003417";"0.001414"
565;"0.005335";"0.001885";"0.003569";"0.006666";"0.004587";"0.013618";"0.005083";"0.001406";"0.001363";"0.003120";"0.006296";"0.001290";"0.003625";"0.005319";"0.001213";"0.003681";"0.003215";"0.016035";"0.001435"
570;"0.010983";"0.002948";"0.004544";"0.004811";"0.009106";"0.012170";"0.009009";"0.001308";"0.001994";"0.003243";"0.004982";"0.001525";"0.004143";"0.005164";"0.008059";"0.006994";"0.003585";"0.004106";"0.001380"
575;"0.005352";"0.001621";"0.003667";"0.004094";"0.006395";"0.009046";"0.008347";"0.001265";"0.001275";"0.005712";"0.003994";"0.002001";"0.003455";"0.006130";"0.001259";"0.003939";"0.007699";"0.003190";"0.001209"
580;"0.005983";"0.001395";"0.004136";"0.005312";"0.005956";"0.009549";"0.008185";"0.001340";"0.001539";"0.003165";"0.006284";"0.001519";"0.003892";"0.007964";"0.007513";"0.007438";"0.003396";"0.014690";"0.001563"
